Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,4,4,2023,4,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,9,10,11,11,12,12.6,13,14,15,15,16,17,18,19,20,22,25
LSHTM,4,4,2023,5,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,11,11,12,13,13,14,15,15,17,18,19,20,22,24.05
LSHTM,4,4,2023,6,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,8,9,10,10,11,12,13,13,14,14,15,16,17,18,19,20.15,22,24.05
LSHTM,4,4,2023,7,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,9,9,10,11,12,12,13,14,14,15,16,17,18,19,20,22,24.05
LSHTM,4,4,2023,8,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,8,9,10,11,11,12,13,14,14,15,16,17,18,18.2,20,21.1,24
LSHTM,4,4,2023,9,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,9,9,10,11,11,12,13,14,15,16,17,18,18,19,20,22,25
LSHTM,4,4,2023,10,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,8,9,10,11,12,12,13,14,14,15,16,17,18,19,20,22,25
LSHTM,4,4,2023,11,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,11,11,12,13,13,14,15,16,16,17,18,20,21,24
LSHTM,4,4,2023,12,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,10,11,12,12,13,14,15,16,16,17.25,19,20,22,25
LSHTM,4,4,2023,13,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,8,9,10,11,11,12,13,14,15,16,16,17,18,19,20,23,25
LSHTM,4,4,2023,14,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,8,8,9,10,11,11,12,13,13,14,15,15,16,17,18.2,20,21,23.05
LSHTM,4,4,2023,15,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,11,11,12,13,13,14,15,16,16,18,18,20,21,24
LSHTM,4,4,2023,16,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5.95,7,8,9,10,11,11,12,13,13,14,14,15,16,17,19,20,21,25
LSHTM,4,4,2023,17,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,5,7,8,9,10,11,12,12,13,14,14,15,16,17,18,19,20,23,25.05
LSHTM,4,4,2023,18,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,9.75,10.7,11,12,12,13,14,15,15,16,17,19,20,23,26
LSHTM,4,4,2023,19,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,6,7,8,9,10,10,11,12,12,13,14,15,16,16,17,18,20,22,24
LSHTM,4,4,2023,20,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,8.80000000000001,9,10,11,12,12,13,14,14,15,16,17,18,20,22,25
LSHTM,4,4,2023,21,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,14,All,6,7,8,9,10,11,11,12,13,14,14,15,16,17,18,19,20,22,25
LSHTM,4,4,2023,22,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,10,10,11,12,13,13,14,15,16,17,17,19,20,23,26.05
LSHTM,4,4,2023,23,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,10,10,11,12,12,13,14,15,16,17,18,19,21,23,27
LSHTM,4,4,2023,24,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,10,10,11,12,13,13,14,15,16,17,17,19,20,22,26
LSHTM,4,4,2023,25,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,8,9,10,11,11,12,13,14,15,15,16,17,19,20,22,25
LSHTM,4,4,2023,26,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,7.84999999999999,8,9,10,10,11,12,13,14,14,15,16,17,18,20,23,26
LSHTM,4,4,2023,27,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,9,10,11,11,12,13,14,15,15,16,17,19,20,22,25
LSHTM,4,4,2023,28,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,7,8,9,9,10,11,12,12,13,14,14,16,17,18,19,21,23,27
LSHTM,4,4,2023,29,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,6,7,8,9,10,11,12,12,13,14,15,16,17,18,19,20,22,26
LSHTM,4,4,2023,30,4,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,6,7,8,9,10,10,11,12,13,13.45,14,15,16,17,19,21,23,26
LSHTM,4,4,2023,1,5,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,6,7,8,9,9,10,11,12,13,14,14,15,16,17,18,20,22.1,27
LSHTM,4,4,2023,2,5,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,12,All,5,6,7,8,9,10,10,11,12,12,13,14,15,16,17,19,20,23,27
LSHTM,4,4,2023,3,5,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,5,6,7,8,9,10,10,11,12,13,13,14,15,16,17,19,21,24,27
LSHTM,4,4,2023,4,5,2023,East of England,type28_death_inc_line,EpiNow,MTP,Cases,2.0,13,All,4,6,7,8,9,10,10,11,12,13,14,14,15,17,18,19,21,23,26
