Group,Creation Day,Creation Month,Creation Year,Day of Value,Month of Value,Year of Value,Geography,ValueType,Model,Scenario,ModelType,Version,Value,AgeBand,Quantile 0.05,Quantile 0.1,Quantile 0.15,Quantile 0.2,Quantile 0.25,Quantile 0.3,Quantile 0.35,Quantile 0.4,Quantile 0.45,Quantile 0.5,Quantile 0.55,Quantile 0.6,Quantile 0.65,Quantile 0.7,Quantile 0.75,Quantile 0.8,Quantile 0.85,Quantile 0.9,Quantile 0.95
LSHTM,5,4,2021,5,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,11,All,5,6,7,8,8,9,9,10,10,11,11,12,12,13,14,14,15,16,18
LSHTM,5,4,2021,6,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,10,All,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,14,15,16,18
LSHTM,5,4,2021,7,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,10,All,4,5,6,7,7,8,8,9,9,10,10,11,11,12,12,13,14,15,17
LSHTM,5,4,2021,8,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,9,All,4,5,6,6,7,7,8,8,9,9,10,10,11,11,12,13,14,15,17
LSHTM,5,4,2021,9,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,7,All,3,4,4,5,5,6,6,7,7,7,8,8,9,9,10,11,12,13,14
LSHTM,5,4,2021,10,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,7,All,3,3,4,5,5,6,6,7,7,7,8,8,9,9,10,11,11,13,14
LSHTM,5,4,2021,11,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,7,All,3,3,4,5,5,6,6,7,7,7,8,8,9,9,10,11,12,13,15
LSHTM,5,4,2021,12,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,7,All,2,3,4,4,5,5,6,6,7,7,8,8,9,9,10,11,11,13,15
LSHTM,5,4,2021,13,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,7,All,2,3,4,4,5,5,6,6,6,7,7,8,8,9,9,10,11,12,14
LSHTM,5,4,2021,14,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,6,All,2,3,3,4,4,5,5,6,6,6,7,7,8,8,9,10,11,11,13
LSHTM,5,4,2021,15,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,6,All,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,11,13
LSHTM,5,4,2021,16,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,5,All,1,2,2,3,3,4,4,4,5,5,5,6,6,7,7,8,9,10,12
LSHTM,5,4,2021,17,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,5,All,1,2,2,3,3,3,4,4,5,5,5,6,6,7,7,8,9,10,11
LSHTM,5,4,2021,18,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,5,All,1,2,2,3,3,3,4,4,5,5,5,6,6,7,7,8,9,10,12
LSHTM,5,4,2021,19,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,5,All,1,2,2,3,3,3,4,4,4,5,5,6,6,7,7,8,9,10,12
LSHTM,5,4,2021,20,4,2021,East of England,hospital_inc,EpiNow,MTP,Cases,2,5,All,1,1,2,2,3,3,3,4,4,5,5,5,6,6,7,8,8,10,12
